newsId,deliveredDate,sessionId,rank,title,source,category,summary
ai-news-20260514-b69081-07-0810501f71,2026-05-14,cron_b69081b81dcf_20260514_121437,7,中美AI博弈升级：中国索要Mythos模型遭拒，OpenAI向欧盟开放,《纽约时报》/ CNBC (5月11–12日),安全/网络安全,中国智库代表在新加坡会议上要求Anthropic向北京开放Mythos访问权，遭到明确拒绝。与此同时，OpenAI同意向欧盟提供其网络安全模型权限，但Anthropic仍拒绝向欧盟开放Mythos审查。
ai-news-20260514-b69081-08-f4f8a585a8,2026-05-14,cron_b69081b81dcf_20260514_121437,8,Google警告：AI驱动黑客攻击已成工业级威胁,《卫报》(5月11日),安全/网络安全,"Google报告指出，AI驱动的网络攻击在三个月内爆发式增长至工业级规模。Anthropic的Mythos模型已发现""所有主流操作系统和所有主流浏览器""的零日漏洞，安全形势严峻。 📌 背景： 2026年4–5月被称为AI大模型""超级更新月""，GPT-5.5、Claude 4.7 Opus MAX、Gemini 3.1 Pro、DeepSeek-V4等密集发布，百万Token上下文和Agent能力成为竞争焦点。"
ai-news-20260515-b69081-01-01c046d534,2026-05-15,cron_b69081b81dcf_20260515_120223,1,Cerebras登陆纳斯达克，首日暴涨68%,CNBC / Reuters / The New York Times（5月14日）,算力/基础设施,AI芯片制造商Cerebras Systems（代码：CBRS）周四在纳斯达克上市，开盘价$350，远超$185的IPO定价，最终收于$311.07，涨幅68%。公司募资$55.5亿，市值逼近$950亿，成为2026年迄今最大规模IPO。Cerebras今年已与Amazon和OpenAI达成合作，市场对AI芯片需求持续狂热。
ai-news-20260515-b69081-02-3291535e4d,2026-05-15,cron_b69081b81dcf_20260515_120223,2,Anthropic企业客户超越OpenAI，寻求$9500亿估值,The AI Insider / The New York Times（5月14日）,企业应用,Anthropic在商业客户中的采用率已正式超越OpenAI，增速是去年同期的四倍。与此同时，Anthropic正与投资者洽谈以高达$9500亿的估值融资$300-500亿——若成功，将超越OpenAI今年3月的$8540亿估值。公司计划最早于2026年10月IPO。
ai-news-20260515-b69081-03-af7e2b9b10,2026-05-15,cron_b69081b81dcf_20260515_120223,3,全球AI投资突破$2970亿，企业部署加速进入规模化阶段,GlobeNewswire / BCC Research（5月14日）,企业应用,BCC Research最新报告显示，2024年全球AI风险投资总额飙升至约$2970亿，其中80-81%流向AI核心公司。报告指出AI正在从实验阶段转向企业级生产部署，2026年Q1更是以OpenAI（$1220亿）、Anthropic（$300亿）、xAI（$200亿）的超级融资轮刷新历史纪录。
ai-news-20260515-b69081-04-afa966c64c,2026-05-15,cron_b69081b81dcf_20260515_120223,4,美国商务部与AI巨头达成模型预发布安全审查协议,The Guardian（5月5日）,安全/网络安全,Microsoft、Google DeepMind和xAI已与美国商务部达成协议，同意在公开发布AI模型前接受网络安全、生物安全和化学武器风险审查。此举标志着美国政府在AI安全监管方面迈出实质一步。
ai-news-20260515-b69081-05-fd970cd76e,2026-05-15,cron_b69081b81dcf_20260515_120223,5,Anthropic的Mythos AI工具发现美国银行大量系统漏洞,Reuters（5月）,安全/网络安全,美国多家银行正紧急修复由Anthropic旗下高端AI审计工具Mythos所发现的数十个IT系统弱点，涉及软件升级和潜在客户服务中断风险，凸显AI在金融安全中的双刃剑角色。
ai-news-20260515-b69081-06-7c794f4afe,2026-05-15,cron_b69081b81dcf_20260515_120223,6,中国发布《人工智能拟人化交互服务管理办法》,TLT LLP（4月10日发布，5月持续发酵）,企业应用,中国网信办联合四部委发布《人工智能拟人化交互服务管理办法（试行）》，对AI拟人化交互服务提出合规要求，成为全球首批专门针对AI拟人化交互的监管框架之一，对国内AI产品和出海企业产生深远影响。
ai-news-20260515-b69081-07-60d4401a18,2026-05-15,cron_b69081b81dcf_20260515_120223,7,OpenAI年化营收突破$250亿，年底IPO在即,Reuters / The Information（3月-5月持续更新）,监管/政策,⏰ 数据截至：2026年5月15日 12:00 UTC | 优先关注大模型发布、融资、监管政策、产品更新
ai-news-20260516-b69081-01-224baf4e03,2026-05-16,cron_b69081b81dcf_20260516_120052,1,ChatGPT上线个人财务体验,OpenAI / TechCrunch,融资/资本市场,OpenAI面向美国ChatGPT Pro用户预览个人理财功能，可通过Plaid连接银行、信用卡和投资账户，用于支出分析与规划建议。
ai-news-20260516-b69081-02-baff33e86f,2026-05-16,cron_b69081b81dcf_20260516_120052,2,OpenAI将Codex带入ChatGPT移动端,OpenAI,产品/模型,OpenAI宣布Codex可在ChatGPT手机应用中使用，让开发者在移动端跟进跨笔记本、开发机和远程环境执行的编程任务。
ai-news-20260516-b69081-03-9eaa8041e4,2026-05-16,cron_b69081b81dcf_20260516_120052,3,xAI推出编码代理Grok Build,xAI / Engadget,产品/模型,xAI发布早期测试版终端编码代理Grok Build，面向SuperGrok Heavy订阅者，加入与Claude Code、OpenAI Codex等AI编程工具的竞争。
ai-news-20260516-b69081-04-8db0d5cd21,2026-05-16,cron_b69081b81dcf_20260516_120052,4,OpenAI重组产品线，押注统一AI代理平台,The Verge,产品/模型,OpenAI任命Greg Brockman统管产品，并计划把ChatGPT与Codex整合为统一的“agentic”体验。
ai-news-20260516-b69081-05-c3058c167e,2026-05-16,cron_b69081b81dcf_20260516_120052,5,Anthropic据称敲定$30B融资条款，估值达$900B,Financial Times / Techmeme,融资/资本市场,消息称Anthropic已就新一轮巨额融资达成条款，Sequoia、Dragoneer、Greenoaks和Altimeter将共同领投。
ai-news-20260516-b69081-06-ea0aecc757,2026-05-16,cron_b69081b81dcf_20260516_120052,6,Mistral开发面向欧洲银行的网络安全AI模型,Bloomberg,企业应用,Mistral据称正与欧洲银行洽谈部署网络安全专用AI模型，作为Anthropic受限访问模型Mythos之外的欧洲本土替代方案。
ai-news-20260516-b69081-07-d720a4a4a3,2026-05-16,cron_b69081b81dcf_20260516_120052,7,Runway押注“视频世界模型”路线,TechCrunch,产品/模型,AI视频公司Runway认为下一代AI智能将更多来自视频和世界模型，而不只是文本模型，并试图在该方向挑战Google等巨头。
ai-news-20260516-b69081-08-c244082d21,2026-05-16,cron_b69081b81dcf_20260516_120052,8,教宗警告AI导向战争带来“毁灭螺旋”,AP News,安全/网络安全,教宗Leo XIV批评AI与高科技武器投资推动战争升级，呼吁关注AI军事化带来的伦理与安全风险。
ai-news-20260517-b69081-01-0ab787e3c6,2026-05-17,cron_b69081b81dcf_20260517_120031,1,OpenAI 推出“Deployment Company”并收购 Tomoro,OpenAI / Channel Dive / Yahoo Finance,企业应用,OpenAI 新设面向企业落地的 AI 部署公司，并通过收购应用 AI 咨询公司 Tomoro 扩充企业实施能力，报道称初始资本超过 40 亿美元。
ai-news-20260517-b69081-02-902a1d0a21,2026-05-17,cron_b69081b81dcf_20260517_120031,2,Anthropic 据报洽谈 300亿—500亿美元融资，估值最高或达 9500亿美元,New York Times / Bloomberg,融资/资本市场,Anthropic 正与投资者讨论新一轮巨额融资，若完成将显著抬高其在前沿模型公司中的估值位置。
ai-news-20260517-b69081-03-9eff936bbc,2026-05-17,cron_b69081b81dcf_20260517_120031,3,Recursive Superintelligence 融资 6.5亿美元，押注“自我改进 AI”,TechCrunch / SiliconANGLE / New York Times,融资/资本市场,Richard Socher 创办的新 AI 公司从隐身状态亮相，计划研发能辅助研究并持续改进自身能力的 AI 系统。
ai-news-20260517-b69081-04-b318599e0e,2026-05-17,cron_b69081b81dcf_20260517_120031,4,美国扩大前沿模型发布前安全测试，Google、Microsoft、xAI 加入,Reuters / CNN / BBC,安全/网络安全,Google、Microsoft 和 xAI 同意向美国政府提供未发布模型的早期访问，用于网络安全和国家安全风险评估。
ai-news-20260517-b69081-05-5893d3e108,2026-05-17,cron_b69081b81dcf_20260517_120031,5,欧盟就“弱化版”AI 规则达成临时协议并推迟部分实施,Reuters,监管/政策,欧盟国家与欧洲议会议员同意放缓部分 AI 监管规则落地，引发外界对欧洲向大型科技公司让步的讨论。
ai-news-20260517-b69081-06-6940bdfa7c,2026-05-17,cron_b69081b81dcf_20260517_120031,6,OpenAI 向欧盟开放网络安全模型访问，Anthropic 仍限制 Mythos,Reuters / CNBC,安全/网络安全,OpenAI 表示将向欧洲伙伴提供 GPT-5.5-Cyber 等网络安全能力访问，而 Anthropic 尚未同意向欧盟开放其高敏感度 Mythos 模型。
ai-news-20260517-b69081-07-85ac842d4e,2026-05-17,cron_b69081b81dcf_20260517_120031,7,Mistral 据报开发面向欧洲银行的网络安全 AI 模型,Bloomberg / PYMNTS,安全/网络安全,法国 AI 公司 Mistral 正与欧洲银行讨论推出网络安全模型，意在为无法获得 Anthropic Mythos 的机构提供本土替代方案。
ai-news-20260517-b69081-08-c7576c679d,2026-05-17,cron_b69081b81dcf_20260517_120031,8,Google 推动 Gemini 深度整合 Android 生态,CNBC / Google Blog,产品/模型,Google 正把 Gemini 从聊天机器人升级为横跨手机、浏览器、汽车和笔记本的“操作层”，强化其在端侧和消费级 AI 产品中的入口优势。
